Origin,Destination,Unc_0.7_Cov_0.7,Unc_0.7_Cov_0.75,Unc_0.7_Cov_0.8,Unc_0.7_Cov_0.85,Unc_0.7_Cov_0.9,Unc_0.7_Cov_0.95,Unc_0.7_Cov_1,Unc_0.75_Cov_0.7,Unc_0.75_Cov_0.75,Unc_0.75_Cov_0.8,Unc_0.75_Cov_0.85,Unc_0.75_Cov_0.9,Unc_0.75_Cov_0.95,Unc_0.75_Cov_1,Unc_0.8_Cov_0.7,Unc_0.8_Cov_0.75,Unc_0.8_Cov_0.8,Unc_0.8_Cov_0.85,Unc_0.8_Cov_0.9,Unc_0.8_Cov_0.95,Unc_0.8_Cov_1,Unc_0.85_Cov_0.7,Unc_0.85_Cov_0.75,Unc_0.85_Cov_0.8,Unc_0.85_Cov_0.85,Unc_0.85_Cov_0.9,Unc_0.85_Cov_0.95,Unc_0.85_Cov_1,Unc_0.9_Cov_0.7,Unc_0.9_Cov_0.75,Unc_0.9_Cov_0.8,Unc_0.9_Cov_0.85,Unc_0.9_Cov_0.9,Unc_0.9_Cov_0.95,Unc_0.9_Cov_1,Unc_0.95_Cov_0.7,Unc_0.95_Cov_0.75,Unc_0.95_Cov_0.8,Unc_0.95_Cov_0.85,Unc_0.95_Cov_0.9,Unc_0.95_Cov_0.95,Unc_0.95_Cov_1,Unc_1_Cov_0.7,Unc_1_Cov_0.75,Unc_1_Cov_0.8,Unc_1_Cov_0.85,Unc_1_Cov_0.9,Unc_1_Cov_0.95,Unc_1_Cov_1
Duluth,Montreal,1308.486333,1308.486333,1314.0771,1318.857091,1318.857091,1323.0775,1328.197154,1322.393611,1322.393611,1326.95025,1332.183182,1332.183182,1336.7675,1342.206346,1334.835333,1334.835333,1341.5886,1345.509273,1345.509273,1350.4575,1356.215538,1347.277056,1347.277056,1354.5717,1360.754364,1360.754364,1364.1475,1370.224731,1359.718778,1359.718778,1367.5548,1374.165636,1374.165636,1377.8375,1384.233923,1372.1605,1372.1605,1380.5379,1387.576909,1387.576909,1391.5275,1398.243115,1384.602222,1384.602222,1393.521,1400.988182,1400.988182,1405.2175,1412.252308
Duluth,Thunder Bay,273.687125,273.6716111,274.1724737,273.36615,274.1641429,273.0806818,275.1163333,277.509375,277.4943056,278.0209211,277.148875,278.0041667,276.8435227,279.0208333,281.331625,282.484,281.8693684,280.9316,281.8441905,280.6063636,282.9253333,285.153875,286.3686944,285.7178158,284.714325,285.6842143,284.3692045,286.8298333,288.976125,290.2533889,289.5662632,288.49705,289.5242381,288.1320455,290.7343333,292.798375,294.1380833,293.4147105,292.279775,293.3642619,291.8948864,294.6388333,296.620625,298.0227778,297.2631579,296.0625,297.2042857,295.6577273,298.5433333
Duluth,Toledo,865.4107436,864.5934524,862.9823409,865.3706596,864.46096,863.5766792,865.09725,873.8807692,874.6833929,874.6634091,873.7596809,872.90805,873.6964151,875.3225893,883.9066154,884.7733333,884.7407727,881.9891915,882.94572,883.8161509,885.5479286,893.9324615,894.8632738,892.8963523,891.949234,892.98339,893.9358868,895.7732679,903.9583077,904.9532143,902.9012045,901.936766,903.02106,904.0556226,905.9986071,911.9685641,912.9507619,912.9259886,911.9268936,913.05873,914.1753585,916.2239464,921.8848718,922.955,922.9661364,921.9170213,923.0964,924.2950943,926.4492857
Duluth,Toronto,1102.194635,1098.375278,1097.67775,1097.660522,1098.554674,1101.22084,1101.593877,1114.84625,1110.809304,1111.603274,1110.00425,1110.935,1113.72955,1114.149505,1127.497865,1123.250911,1124.044119,1122.356267,1123.315326,1126.23826,1126.705132,1140.14948,1137.407051,1136.484964,1134.722561,1135.695395,1136.587155,1139.260759,1152.801095,1151.699456,1148.92581,1147.088856,1148.068158,1149.00757,1151.816387,1165.452709,1166.127924,1161.366655,1159.45515,1160.440921,1159.0897,1164.372014,1178.104324,1178.781139,1173.820952,1171.821444,1172.813684,1171.4203,1176.927642
Duluth,Windsor,868.5615312,870.1034118,868.3440556,867.5416923,867.4979756,867.315,866.7837609,878.9517969,880.6680882,878.775625,877.9176923,877.9051829,877.7336628,877.1690761,889.335625,889.2867059,889.2342778,888.2936923,888.3123902,888.1535814,887.5543913,899.7194531,897.6133824,897.6220833,898.6696923,898.7195976,898.5735,897.9397065,910.1032813,907.8955882,907.9608333,909.0456923,909.1268049,908.9934186,908.3250217,920.4871094,918.1923088,918.2995833,917.108,919.5340122,919.4133372,918.710337,928.548125,928.5067647,928.6083333,927.3638462,929.9412195,929.8332558,929.0956522
Hamilton,Chicago,603.055,600.5765,598.2207333,595.8674375,592.8701765,590.1465,592.8616842,611.4475,608.7369643,606.2518333,603.7298438,600.5513235,597.6640278,600.5239474,619.84,616.8974286,614.2829333,611.59225,608.2324706,605.1815556,608.1862105,628.2325,625.0658929,622.3140333,619.4546563,615.9136176,612.6990833,615.8484737,636.625,633.3032143,630.3451333,627.3170625,623.5947647,620.2166111,623.5107368,645.0175,641.5405357,638.3762333,635.1794688,631.2759118,627.7341389,631.173,653.41,649.7778571,646.4073333,643.041875,638.9570588,635.2516667,638.8352632
Hamilton,Cleveland,351.1471224,351.1812453,351.8827143,351.45815,352.178381,355.2308507,356.8474789,356.2104592,356.7238208,356.98,356.5162083,357.2912698,360.5551866,362.2900352,361.2737959,361.8150943,362.0772857,361.5742667,362.4041587,365.8795224,367.7325915,366.3371327,366.9063679,367.1745714,366.632325,367.5170476,371.2038582,373.1751479,371.4004694,371.9976415,372.2718571,371.6903833,372.6299365,376.528194,378.6177042,376.4638061,377.0875189,377.9698304,376.7484417,377.7428254,381.8525299,384.0602606,381.5271429,382.1766038,383.0976786,381.8065,382.8557143,387.1768657,389.5028169
Hamilton,Detroit,275.9285385,281.4216071,286.2694667,290.8490625,293.9802647,297.1743333,300.1331053,279.8144231,285.6872321,290.852,295.7403125,299.1022794,302.5001389,305.6610526,283.7003077,289.9528571,295.4345333,300.0710625,304.2242941,307.8259444,311.189,287.5861923,294.209625,300.0170667,304.9409531,309.3463088,313.15175,316.7169474,291.4720769,298.46225,304.5996,309.8108438,314.4683235,318.4775556,322.2448947,295.3579615,302.714875,309.1821333,314.6807344,319.5903382,323.8033611,327.7728421,299.2438462,306.9675,313.7646667,319.550625,324.7067647,329.1291667,333.3007895
Hamilton,Duluth,1029.567889,1027.75277,1026.982388,1026.202979,1025.615351,1024.674962,1023.480554,1041.388803,1040.174286,1039.332332,1038.505757,1037.875033,1036.889638,1035.631057,1053.890513,1052.591143,1050.883075,1050.807254,1050.138821,1049.104314,1047.78156,1066.392222,1065.008,1064.045571,1063.105986,1062.405093,1060.401296,1059.932063,1078.914051,1077.424857,1075.499216,1075.402831,1074.671364,1072.567132,1072.082565,1091.436214,1089.841714,1087.803899,1087.698458,1085.936765,1084.732969,1084.233068,1103.953761,1101.267857,1100.112015,1099.994085,1098.158411,1096.898805,1096.383571
Hamilton,Milwaukee,703.8285,703.8285,703.8285,703.8285,703.8285,703.8285,708.5956667,712.86875,712.86875,712.86875,712.86875,712.86875,712.86875,717.9841667,721.909,721.909,721.909,721.909,721.909,721.909,727.3726667,730.94925,730.94925,730.94925,730.94925,730.94925,730.94925,736.7611667,739.9895,739.9895,739.9895,739.9895,739.9895,739.9895,746.1496667,749.02975,749.02975,749.02975,749.02975,749.02975,749.02975,755.5381667,758.07,758.07,758.07,758.07,758.07,758.07,764.9266667
Hamilton,Montreal,511.1180769,509.5726607,511.4547667,512.7758254,513.6843881,512.6445493,512.3423867,518.7010577,517.9707589,519.0281667,520.4259127,521.3636567,520.2727113,519.9393667,526.2877308,525.5066071,526.5995,528.076,529.0429254,527.9008732,527.5363467,532.9040673,533.0424554,534.1708333,535.7254444,536.7230522,535.5290352,535.1333267,540.4554038,541.6081607,542.76415,543.3593968,544.4106418,543.1571972,542.7303067,549.0502308,549.1838125,550.3769083,550.9933492,552.0982313,550.7853592,550.3272867,556.6286538,556.7594643,557.9896667,558.6273016,559.7858209,558.4135211,557.9242667
Hamilton,Thunder Bay,1115.645538,1117.961762,1118.133556,1113.685958,1118.616039,1117.108648,1122.814825,1129.979423,1130.294643,1127.178889,1125.8275,1131.044804,1129.448102,1135.534254,1142.281692,1140.495238,1139.3412,1137.969042,1143.473569,1141.787556,1148.253684,1154.583962,1151.071202,1149.457778,1150.110583,1155.902333,1154.127009,1160.973114,1162.554051,1163.207786,1161.534,1162.252125,1168.331098,1166.466463,1173.692544,1171.702436,1175.367405,1173.610222,1174.393667,1180.759863,1178.805917,1186.411974,1183.64641,1184.803571,1185.686444,1186.535208,1193.188627,1191.14537,1199.131404
Hamilton,Toledo,335.2744286,335.0727895,337.943125,339.6956512,340.1520667,341.8584167,344.5618824,340.1006429,339.8840789,342.9403125,342.2534302,345.3220556,347.1715625,350.0717647,344.9268571,344.6953684,347.9375,347.2229767,350.4920444,352.4847083,355.5816471,349.7530714,349.5066579,352.9346875,355.0751977,355.6620333,357.7910938,361.0915294,354.5792857,354.3179474,357.931875,360.2034651,360.8320222,363.0944792,366.6014118,359.4055,359.1292368,362.9290625,365.3317326,366.0020111,368.3978646,372.1112941,364.2317143,363.9405263,367.92625,370.46,371.172,373.70125,377.6211765
Hamilton,Toronto,105.8093542,103.8936731,111.3890179,116.7095593,122.5920635,125.6089242,129.3662286,107.6691146,105.6533173,113.6319196,119.3022881,125.5827778,128.778447,132.7802857,109.528875,107.4129615,115.8748214,121.8950169,128.5734921,131.9479697,136.1943429,111.3886354,109.1726058,118.1177232,124.4877458,131.5642063,135.1174924,139.6084,113.2483958,110.93225,120.360625,127.0804746,132.9658889,138.2870152,143.0224571,115.1081563,112.6918942,122.6035268,127.9878051,135.8585794,141.4565379,146.4365143,116.9679167,114.4515385,123.21625,130.4747458,138.7512698,144.6260606,149.8505714
Hamilton,Windsor,260.0932222,258.013,256.9614762,260.5880909,267.10825,269.642,274.6798889,263.5961111,261.39375,260.2663095,264.1402273,271.1189583,273.8342,279.2447222,267.099,264.7745,263.5711429,267.6923636,275.1296667,278.0264,283.8095556,270.6018889,268.15525,266.8759762,271.2445,279.140375,282.2186,288.3743889,274.1047778,271.536,270.1808095,274.7966364,283.1510833,286.4108,292.9392222,277.6076667,274.91675,273.4856429,278.3487727,287.1617917,290.603,297.5040556,281.1105556,278.2975,276.7904762,281.9009091,291.1725,294.7952,302.0688889
Milwaukee,Chicago,150.6152097,150.4787576,149.485507,148.30264,146.961425,150.4004524,155.8854719,153.3239113,153.1624242,152.0819366,150.8022,149.3503125,153.0445238,158.9301404,156.0326129,156.3080606,154.6783662,153.30336,151.7392,155.6885952,161.974809,158.7413145,159.0200606,157.2747958,155.80452,154.1280875,158.3326667,165.0194775,161.4500161,161.7320606,159.8712254,158.30568,156.516975,160.9767381,168.0641461,164.1587177,164.4440606,162.4680775,160.80684,158.9058625,163.6208095,171.1088146,166.8674194,167.1560606,165.066338,163.308,161.29475,166.264881,174.1534831
Milwaukee,Cleveland,560.6770882,559.5879189,558.543225,556.8332143,555.8394444,555.7489787,554.8251,568.2744853,568.8185135,565.9606875,564.1302976,563.0623889,562.9693617,562.00175,575.8718824,576.4254054,573.37815,571.427381,570.2951111,570.1897447,569.1784,583.4692794,584.0511486,580.7956125,578.7244643,577.5283889,577.4101277,576.35505,591.0666765,591.6782432,588.213075,586.0215476,584.7616667,584.6305106,583.5317,598.6640735,599.3053378,595.6308625,593.318631,591.9949444,591.8508936,590.70835,606.2614706,606.9324324,603.05175,602.837381,599.2282222,599.0712766,597.885
Milwaukee,Detroit,475.2670938,474.5233429,474.4615946,472.4251026,471.0267619,468.6596818,467.4971489,481.9038281,481.1146429,479.2078378,478.9721795,475.2396429,474.9720455,473.747766,488.5405625,487.7059429,485.6560541,483.1860513,481.5330952,478.9506364,479.998383,495.1772969,492.0975286,492.1042703,489.5220385,487.8265476,485.1176932,486.249,501.8140313,498.5362571,496.0282162,495.8580256,494.12,491.28475,492.499617,508.4507656,504.9749857,502.3357297,502.1940128,497.6028929,497.4518068,498.750234,513.005625,511.4137143,508.6432432,505.545641,503.7480952,503.6188636,505.0008511
Milwaukee,Duluth,461.9604872,461.2894762,460.5974,458.8330208,461.384902,464.0276296,466.438614,467.9500641,467.2342857,466.4891667,464.5946354,467.3361765,470.1740741,472.7589912,473.939641,473.1790952,472.3809333,470.35625,473.287451,476.3205185,479.0793684,479.9292179,479.1239048,478.2727,476.1178646,479.2387255,482.466963,485.3997456,485.9187949,485.0687143,484.1644667,481.8794792,485.19,488.6134074,491.7201228,491.9083718,491.0135238,490.0562333,487.6410938,491.1412745,494.7598519,498.0405,497.8979487,496.9583333,495.948,493.4027083,497.092549,500.9062963,504.3608772
Milwaukee,Hamilton,718.1169677,716.1732121,712.57825,710.3291579,708.0573,705.7505476,703.7352444,727.4606452,725.4424242,721.645625,719.2463158,716.831625,714.4500595,712.3502222,736.8043226,734.7116364,730.713,728.1634737,725.62635,723.1495714,720.9652,746.148,743.9808485,739.5496528,737.0806316,734.435825,731.8490833,729.5801778,755.4916774,753.2500606,748.5698611,745.6746842,743.2453,740.5485952,738.1951556,764.8353548,762.5192727,757.5900694,754.5439211,752.054775,749.2481071,746.8101333,774.1790323,771.7884848,766.6102778,763.4131579,760.86425,757.947619,755.4251111
Milwaukee,Montreal,1106.001231,1101.583143,1097.433933,1102.453875,1107.160118,1102.751,1107.258211,1107.831346,1113.033214,1108.7035,1113.942188,1118.865,1114.243333,1119.083421,1118.807538,1114.380571,1119.973067,1125.4305,1130.569882,1125.735667,1130.908632,1129.783731,1125.197214,1131.242633,1136.918813,1142.274765,1137.228,1142.733842,1140.759923,1136.013857,1142.5122,1148.407125,1153.979647,1148.720333,1154.559053,1151.736115,1146.8305,1153.781767,1159.895437,1165.684529,1160.212667,1166.384263,1162.712308,1157.647143,1164.895333,1171.38375,1177.389412,1171.705,1178.209474
Milwaukee,Thunder Bay,729.9073636,729.8702083,730.98988,727.9704815,726.0276429,722.4194,718.96175,739.9734091,739.9405208,741.1285,737.8730556,735.7832143,731.9533333,728.279375,750.0394545,750.0108333,751.26712,747.7756296,745.5387857,741.4872667,737.597,760.1055,760.0811458,761.40574,757.6782037,755.3056071,751.0212,746.914625,770.1715455,770.1514583,771.54436,766.9667407,765.0838571,760.5551333,756.23225,780.2375909,780.2217708,781.68298,776.8581852,774.2571607,770.0890667,765.549875,790.3036364,790.2920833,791.8216,786.7496296,784.0253571,779.623,774.8675
Milwaukee,Toledo,428.1380455,428.0999167,429.31484,432.4143704,430.9533929,431.3220667,435.2429375,433.3746591,433.3541667,434.6857,434.7918519,436.4913393,436.9341667,441.0817188,438.6112727,438.6084167,440.05656,440.1942222,442.0292857,442.5462667,446.9205,443.8478864,443.8626667,445.42742,445.5965926,447.5672321,448.1583667,452.7592813,449.0845,449.1169167,450.79828,450.998963,453.1051786,453.7704667,458.5980625,454.3211136,454.3711667,456.16914,456.4013333,454.6030714,459.3825667,464.4368438,459.5577273,459.6254167,461.54,461.8037037,459.9307143,464.9946667,470.275625
Milwaukee,Toronto,745.3977778,747.962641,748.097122,749.0934773,750.9752826,752.1080612,753.2906538,755.9989583,757.0008333,757.1753659,758.2549432,760.2239674,761.4014796,762.6519231,765.0526667,766.0390256,766.2536098,769.3218182,769.4572174,770.694898,772.0131923,775.9471944,775.113141,775.3318537,778.5913068,778.6887826,779.9883163,781.3744615,785.0968333,784.1896154,784.4100976,787.8585,787.9203478,789.2817347,790.7357308,794.2464722,793.2660897,793.4883415,797.0848182,797.151913,798.5751531,800.097,805.5719444,802.3425641,802.5665854,806.3111364,808.7432609,807.8685714,809.4582692
Milwaukee,Windsor,463.4157907,463.9959783,464.7756531,465.4761538,466.1243091,466.7885172,467.0364194,469.1750581,469.7711413,470.5819898,471.3306731,472.0615909,471.3975,473.0618548,474.9343256,475.5463043,476.3883265,477.1851923,476.5164727,477.3053103,479.0872903,480.693593,481.3214674,480.6401531,481.4757212,480.7834091,483.2131207,485.1127258,487.7521628,487.0966304,486.3727551,487.2549038,486.5355455,489.120931,491.1381613,493.583407,492.8717935,492.1053571,493.0340865,492.2876818,495.0252845,497.1635968,499.4146512,498.6469565,497.8379592,498.8132692,498.0398182,499.107069,503.1890323
Montreal,Chicago,1030.913647,1028.631306,1027.433205,1027.64622,1028.968477,1029.015413,1030.832837,1040.034338,1039.837708,1038.575705,1038.789207,1037.336761,1040.252772,1042.228929,1051.228706,1051.044111,1049.718205,1049.932195,1048.441818,1051.49013,1053.62502,1062.423074,1062.287944,1060.860705,1061.075183,1059.546875,1062.727489,1065.021112,1073.617441,1073.540667,1072.005077,1072.218171,1070.651932,1073.964848,1076.417204,1084.811809,1084.793389,1083.173564,1083.361159,1081.756989,1085.202207,1087.813296,1096.006176,1096.046111,1094.342051,1094.504146,1092.862045,1096.439565,1099.209388
Montreal,Cleveland,729.3002857,727.7426667,729.5100625,731.1197059,729.5605,731.1538947,726.0148095,739.165,737.4846667,739.3676563,741.0816176,739.4009722,741.0981579,735.6120238,749.0297143,751.0413333,749.22525,751.0435294,752.8444444,751.0424211,745.2092381,758.8944286,761.0211667,759.0828437,761.0054412,762.9091667,760.9866842,754.8064524,768.7591429,771.001,768.9404375,770.9673529,772.9738889,770.9309474,764.4036667,778.6238571,780.9808333,783.1088438,780.9292647,783.0386111,780.8752105,774.000881,788.4885714,790.9606667,793.191875,790.8911765,793.1033333,790.8194737,783.5980952
Montreal,Detroit,683.3710154,683.8261143,683.5339733,683.6276203,685.0690119,685.5672697,686.1176489,691.5633462,692.0421429,691.7259333,691.825,693.3505655,693.8621629,694.4567287,700.7007077,700.2766286,699.9178933,700.0223797,701.632119,702.1570562,702.7958085,708.9611462,709.5035571,709.08284,708.2197595,709.9121964,710.4519494,711.1348883,716.1766,718.8568,717.3482933,716.4171392,718.188131,718.7468427,719.4739681,724.3896846,727.2150429,725.6137467,724.614519,726.4640655,727.041736,727.8130479,732.6027692,734.4277143,733.8792,733.9558228,734.74,735.3366292,736.1521277
Montreal,Duluth,1357.14572,1356.639481,1358.738107,1354.151567,1353.374688,1280.847824,1214.693333,1373.5419,1377.795185,1375.187054,1370.278083,1369.4625,1296.505441,1229.83625,1389.89824,1394.42163,1391.636,1386.4046,1385.550313,1312.163059,1244.979167,1406.23848,1411.048074,1408.084946,1402.531117,1401.638125,1327.820676,1260.122083,1422.57872,1427.674519,1424.533893,1418.657633,1417.725937,1343.478294,1275.265,1438.91896,1444.300963,1440.982839,1434.78415,1433.81375,1359.135912,1290.407917,1455.2592,1460.927407,1457.431786,1450.910667,1449.901563,1374.793529,1305.550833
Montreal,Hamilton,482.455814,481.966087,483.9816327,486.0425769,486.7608727,486.2091897,486.5010968,489.0380233,489.793587,490.6277551,492.8072115,493.5588182,491.4128879,493.2912903,495.6202326,496.4103913,497.2690204,499.5718462,500.3567636,498.0861379,500.0814839,502.2024419,503.0271957,503.9102857,506.3364808,507.1547091,504.7593879,506.8716774,508.7846512,509.644,510.551551,513.1011154,513.9526545,511.4326379,513.661871,515.3668605,516.2608043,517.1928163,519.86575,520.7506,518.1058879,520.4520645,521.9490698,522.8776087,523.8340816,526.6303846,527.5485455,524.7791379,527.2422581
Montreal,Milwaukee,1133.346217,1129.10796,1133.551667,1135.703321,1136.310967,1136.283094,1135.920735,1145.962283,1141.5125,1146.274722,1144.026071,1149.332583,1149.362891,1149.026544,1158.578348,1153.91704,1154.253556,1156.702214,1162.3542,1162.442688,1162.132353,1171.194413,1166.38508,1166.779333,1169.378357,1169.1331,1175.522484,1175.238162,1183.810478,1178.92872,1179.305111,1182.0545,1181.900733,1188.602281,1188.343971,1191.562587,1191.47236,1197.483333,1194.730643,1194.668367,1201.682078,1201.449779,1204.021739,1204.016,1210.335185,1207.406786,1207.436,1214.761875,1214.555588
Montreal,Thunder Bay,1234.817623,1235.160098,1240.593008,1244.106058,1247.285493,1249.993078,1252.90008,1248.442127,1249.206803,1254.529192,1257.405978,1260.74089,1263.585519,1266.627684,1261.378035,1262.128738,1267.603969,1271.760232,1275.056068,1277.177961,1280.355288,1274.313943,1274.691717,1280.788592,1286.218746,1288.305411,1290.770403,1294.082893,1287.249851,1287.953811,1293.845077,1299.646072,1302.766712,1304.362844,1307.810497,1300.185759,1302.300488,1307.018846,1312.696174,1316.320034,1317.955286,1321.538101,1313.121667,1316.784426,1319.945692,1326.103116,1329.873356,1330.072727,1335.265706
Montreal,Toledo,740.1847391,740.8700204,741.5589615,741.9722857,744.0968305,746.4605645,750.1733939,748.7868478,750.7161735,750.1909615,750.615625,752.8376695,755.3032661,759.2157576,757.3889565,759.4120408,758.8348077,759.2589643,761.5785085,764.1459677,768.2581212,767.3383913,768.1079082,767.4889904,767.9023036,770.3193475,772.9886694,777.3004848,776.0183478,778.2657551,776.1577885,776.5456429,779.0601864,781.831371,786.3428485,784.6983043,785.5282347,784.8265865,786.8105268,789.3700254,790.6735806,795.3852121,793.3782609,794.2357143,795.2425,798.9226786,798.1844068,799.5151613,804.4275758
Montreal,Toronto,437.3971,434.9823333,437.069,439.2315946,441.4175128,443.5400488,442.6007727,442.9210833,440.3152273,442.5506429,444.8884459,447.2176282,449.4886585,448.4952273,448.4450667,445.6481212,448.0322857,450.5452973,453.0177436,455.4372683,454.3896818,453.96905,450.9810152,453.6095,456.2021486,458.817859,461.385878,460.2841364,459.4930333,456.3139091,459.1081429,461.859,464.6179744,467.3344878,466.1785909,465.0170167,461.646803,464.6067857,467.5158514,470.4180897,473.2830976,472.0730455,470.541,466.979697,470.1054286,473.1727027,476.2182051,479.2317073,477.9675
Montreal,Windsor,690.3424565,690.17738,688.5446792,689.0119643,687.8917333,685.476873,685.4301791,698.9578804,698.77385,698.1625,697.5025,696.2936667,693.7405159,693.6940299,707.5733043,707.37032,706.7147547,705.9930357,704.6956,702.0041587,701.9578806,716.1887283,715.96679,715.2670094,714.4896964,713.0975333,710.2678016,710.2217313,724.8041522,724.56326,723.8192642,722.9996786,721.4994667,718.5314444,718.4855821,733.4195761,733.16898,732.3715189,731.5096607,729.9014,726.7950873,726.7494328,742.025,741.7808,740.9237736,740.0196429,738.3033333,735.0587302,735.0132836
Thunder Bay,Chicago,815.4966596,814.6539604,814.3736759,814.9642895,814.5412314,814.1049375,814.6693333,824.7031117,824.4239109,824.1446065,824.7786184,824.3372934,823.8766016,824.4831111,834.4676596,833.5385149,833.9135741,834.6003158,834.952595,833.6482656,834.2968889,844.2322074,843.9484752,843.6766389,844.4220132,844.794405,843.4199297,844.1106667,853.9993936,853.7028119,853.4397037,854.2437105,854.6362149,853.1915938,853.9244444,863.0617128,863.4571485,862.4139583,864.0654079,864.4780248,862.9632578,863.7382222,872.7931915,873.2114851,872.1352778,873.8871053,874.3198347,872.7349219,873.552
Thunder Bay,Cleveland,1134.667346,1134.439393,1130.124367,1129.933094,1130.060882,1125.3885,1130.013184,1152.315385,1147.894732,1143.324417,1143.126484,1138.3775,1138.351667,1143.233355,1166.051769,1161.350071,1156.524467,1156.319875,1151.295176,1151.314833,1156.453526,1179.788154,1174.805411,1169.724517,1169.513266,1164.212853,1169.751,1169.673697,1188.541962,1188.26075,1182.924567,1182.706656,1177.130529,1182.987611,1182.893868,1202.01625,1201.716089,1196.124617,1195.900047,1190.048206,1190.157667,1196.114039,1215.502308,1215.171429,1209.324667,1209.093438,1202.965882,1203.074444,1209.334211
